chrom	start	end	gene	category	width_kb	fixed_alu	ALU_count	LINE1_count	SVA_count
chr17	16216185	16220185	NCOR1	HighConfNDD	4.0	6	0	0	0
chr17	17679458	17683458	RAI1	HighConfNDD	4.0	2	1	0	0
chr17	28949771	28953771	PHF12	HighConfNDD	4.0	0	0	0	0
chr17	29388363	29392363	TAOK1	HighConfNDD	4.0	5	0	0	0
chr17	30234002	30238002	SLC6A4	HighConfNDD	4.0	1	0	0	0
chr17	30968984	30972984	RNF135	HighConfNDD	4.0	5	0	0	0
chr17	31092927	31096927	NF1	HighConfNDD	4.0	2	0	0	0
chr17	32442379	32446379	PSMD11	HighConfNDD	4.0	1	1	0	0
chr17	36542912	36546912	GGNBP2	HighConfNDD	4.0	3	0	0	0
chr17	39624740	39628740	PPP1R1B	HighConfNDD	4.0	0	0	0	0
chr17	40056290	40060290	THRA	HighConfNDD	4.0	3	0	0	0
chr17	40098589	40102589	NR1D1	HighConfNDD	4.0	3	0	0	0
chr17	40770201	40774201	KRT26	HighConfNDD	4.0	2	1	0	0
chr17	44322870	44326870	SLC25A39	HighConfNDD	4.0	5	0	0	1
chr17	44343246	44347246	GRN	HighConfNDD	4.0	3	0	0	0
chr17	44914937	44918937	GFAP	HighConfNDD	4.0	4	0	0	0
chr17	46223389	46227389	KANSL1	HighConfNDD	4.0	3	0	0	0
chr17	46921075	46925075	GOSR2	HighConfNDD	4.0	0	0	1	0
chr17	47251827	47255827	ITGB3	HighConfNDD	4.0	2	1	0	0
chr17	47939506	47943506	PNPO	HighConfNDD	4.0	3	1	0	0
chr17	49412905	49416905	PHB1	HighConfNDD	4.0	3	0	0	0
chr17	49707014	49711014	SLC35B1	HighConfNDD	4.0	0	1	0	0
chr17	49993224	49997224	DLX3	HighConfNDD	4.0	0	0	0	0
chr17	50092737	50096737	PDK2	HighConfNDD	4.0	2	0	0	0
chr17	50148677	50152677	PPP1R9B	HighConfNDD	4.0	0	0	0	0
chr17	50558715	50562715	CACNA1G	HighConfNDD	4.0	0	0	0	0
chr17	57986259	57990259	VEZF1	HighConfNDD	4.0	0	0	0	0
chr17	58326795	58330795	TSPOAP1	HighConfNDD	4.0	0	0	0	0
chr17	60598193	60602193	PPM1D	HighConfNDD	4.0	0	0	0	0
chr17	62063278	62067278	MED13	HighConfNDD	4.0	0	0	0	0
chr17	62456658	62460658	TLK2	HighConfNDD	4.0	9	0	0	0
chr17	62964235	62968235	TANC2	HighConfNDD	4.0	0	1	0	0
chr17	63475061	63479061	ACE	HighConfNDD	4.0	1	0	0	0
chr17	63970918	63974918	SCN4A	HighConfNDD	4.0	1	0	0	0
chr17	66300613	66304613	PRKCA	HighConfNDD	4.0	1	0	0	0
chr17	67364605	67368605	PSMD12	HighConfNDD	4.0	4	1	0	0
chr17	69242846	69246846	ABCA10	HighConfNDD	4.0	1	0	0	0
chr17	77956703	77960703	TNRC6C	HighConfNDD	4.0	0	0	0	0
chr17	78575396	78579396	DNAH17	HighConfNDD	4.0	2	0	0	0
chr17	81293547	81297547	SLC38A10	HighConfNDD	4.0	5	0	0	0
chr18	4453307	4457307	DLGAP1	HighConfNDD	4.0	1	0	0	0
chr18	7115797	7119797	LAMA1	HighConfNDD	4.0	3	1	0	0
chr18	21702957	21706957	MIB1	HighConfNDD	4.0	2	0	0	0
chr18	33576219	33580219	ASXL3	HighConfNDD	4.0	0	0	0	0
chr18	36127444	36131444	ELP2	HighConfNDD	4.0	3	0	0	0
chr18	37563827	37567827	CELF4	HighConfNDD	4.0	0	0	0	0
chr18	43113691	43117691	RIT2	HighConfNDD	4.0	0	0	0	0
chr18	44678173	44682173	SETBP1	HighConfNDD	4.0	0	0	0	0
chr18	46915492	46919492	KATNAL2	HighConfNDD	4.0	3	0	0	0
chr18	50279774	50283774	MBD1	HighConfNDD	4.0	0	0	0	0
chr18	51026528	51030528	SMAD4	HighConfNDD	4.0	0	0	0	0
chr18	52338197	52342197	DCC	HighConfNDD	4.0	0	0	0	0
chr18	55662787	55666787	TCF4	HighConfNDD	4.0	4	1	0	0
chr18	75208755	75212755	TSHZ1	HighConfNDD	4.0	0	0	0	0
chr19	587881	591881	HCN2	HighConfNDD	4.0	1	0	0	0
chr19	1037997	1041997	ABCA7	HighConfNDD	4.0	1	0	0	0
chr19	1590865	1594865	MBD3	HighConfNDD	4.0	4	0	0	0
chr19	1861579	1865579	KLF16	HighConfNDD	4.0	0	1	0	0
chr19	2161933	2165933	DOT1L	HighConfNDD	4.0	6	0	0	0
chr19	4579776	4583776	SEMA6B	HighConfNDD	4.0	2	0	0	0
chr19	4967113	4971113	KDM4B	HighConfNDD	4.0	2	0	0	0
chr19	9321772	9325772	ZNF559	HighConfNDD	4.0	4	0	0	0
chr19	9322174	9326174	ZNF559-ZNF177	HighConfNDD	4.0	5	0	0	0
chr19	10117918	10121918	EIF3G	HighConfNDD	4.0	10	0	0	0
chr19	10958932	10962932	SMARCA4	HighConfNDD	4.0	5	1	0	0
chr19	11479046	11483046	ELAVL3	HighConfNDD	4.0	0	0	0	0
chr19	13114862	13118862	NACC1	HighConfNDD	4.0	2	0	0	0
chr19	13622489	13626489	CACNA1A	HighConfNDD	4.0	3	0	0	1
chr19	13904201	13908201	CC2D1A	HighConfNDD	4.0	7	0	0	0
chr19	15330545	15334545	BRD4	HighConfNDD	4.0	6	0	0	0
chr19	16827398	16831398	SIN3B	HighConfNDD	4.0	5	0	0	0
chr19	17073777	17077777	MYO9B	HighConfNDD	4.0	1	0	0	0
chr19	17686365	17690365	UNC13A	HighConfNDD	4.0	3	0	0	1
chr19	20659596	20663596	ZNF626	HighConfNDD	4.0	4	0	0	0
chr19	31347436	31351436	TSHZ3	HighConfNDD	4.0	0	0	0	0
chr19	35028470	35032470	SCN1B	HighConfNDD	4.0	3	1	0	0
chr19	38401093	38405093	FAM98C	HighConfNDD	4.0	7	0	0	0
chr19	38645649	38649649	ACTN4	HighConfNDD	4.0	5	0	0	0
chr19	38767904	38771904	CAPN12	HighConfNDD	4.0	3	0	0	0
chr19	41995497	41999497	ATP1A3	HighConfNDD	4.0	0	0	0	0
chr19	42068206	42072206	GRIK5	HighConfNDD	4.0	1	0	0	0
chr19	42266537	42270537	CIC	HighConfNDD	4.0	3	0	0	0
chr19	43668547	43672547	PLAUR	HighConfNDD	4.0	4	0	0	0
chr19	45780552	45784552	DMPK	HighConfNDD	4.0	0	0	0	0
chr19	45790845	45794845	DMWD	HighConfNDD	4.0	4	0	0	0
chr19	46345087	46349087	PPP5C	HighConfNDD	4.0	3	1	0	0
chr19	46715127	46719127	PRKD2	HighConfNDD	4.0	0	0	0	0
chr19	46848846	46852846	AP2S1	HighConfNDD	4.0	7	0	0	0
chr19	47111274	47115274	SAE1	HighConfNDD	4.0	4	0	0	0
chr19	47111776	47115776	ZC3H4	HighConfNDD	4.0	7	0	0	0
chr19	47606196	47610196	BICRA	HighConfNDD	4.0	4	0	0	0
chr19	48391668	48395668	GRIN2D	HighConfNDD	4.0	0	0	0	0
chr19	49112324	49116324	LIN7B	HighConfNDD	4.0	6	0	0	1
chr19	49589182	49593182	PRR12	HighConfNDD	4.0	2	0	0	0
chr19	49640209	49644209	SCAF1	HighConfNDD	4.0	2	1	0	0
chr19	49876351	49880351	PNKP	HighConfNDD	4.0	1	0	0	0
chr19	50717802	50721802	SHANK1	HighConfNDD	4.0	0	0	0	0
chr19	51364388	51368388	ETFB	HighConfNDD	4.0	1	1	0	0
chr19	54135749	54139749	CNOT3	HighConfNDD	4.0	1	0	0	0
chr19	54187882	54191882	MBOAT7	HighConfNDD	4.0	2	0	0	0
chr19	54279184	54283184	LILRB2	HighConfNDD	4.0	0	0	0	0
chr19	55603647	55607647	ZNF865	HighConfNDD	4.0	4	0	0	1
chr19	57387850	57391850	ZNF548	HighConfNDD	4.0	1	0	0	0
chr2	948849	952849	SNTG2	HighConfNDD	4.0	0	0	0	1
chr2	1372066	1376066	TPO	HighConfNDD	4.0	1	1	0	0
chr2	1742852	1746852	PXDN	HighConfNDD	4.0	0	0	0	0
chr2	2329664	2333664	MYT1L	HighConfNDD	4.0	0	0	0	0
chr2	6864635	6868635	CMPK2	HighConfNDD	4.0	0	0	0	0
chr2	9204765	9208765	ASAP2	HighConfNDD	4.0	0	0	0	0
chr2	17875847	17879847	KCNS3	HighConfNDD	4.0	0	0	0	0
chr2	24489254	24493254	NCOA1	HighConfNDD	4.0	0	2	0	0
chr2	24918237	24922237	ADCY3	HighConfNDD	4.0	2	0	0	0
chr2	25340590	25344590	DNMT3A	HighConfNDD	4.0	2	0	0	0
chr2	31153202	31157202	GALNT14	HighConfNDD	4.0	2	0	0	0
chr2	32009230	32013230	MEMO1	HighConfNDD	4.0	2	0	0	0
chr2	32061556	32065556	SPAST	HighConfNDD	4.0	5	0	0	0
chr2	32355023	32359023	BIRC6	HighConfNDD	4.0	2	1	0	0
chr2	47904498	47908498	FBXO11	HighConfNDD	4.0	0	0	0	0
chr2	51223575	51227575	NRXN1	HighConfNDD	4.0	1	1	0	0
chr2	54454327	54458327	SPTBN1	HighConfNDD	4.0	0	2	0	0
chr2	60552467	60556467	BCL11A	HighConfNDD	4.0	0	0	0	0
chr2	60754253	60758253	PAPOLG	HighConfNDD	4.0	6	0	0	0
chr2	61536741	61540741	XPO1	HighConfNDD	4.0	2	0	0	0
chr2	61886671	61890671	CCT4	HighConfNDD	4.0	5	0	0	0
chr2	63048057	63052057	OTX1	HighConfNDD	4.0	0	0	0	0
chr2	72824041	72828041	EXOC6B	HighConfNDD	4.0	3	0	0	0
chr2	73154721	73158721	RAB11FIP5	HighConfNDD	4.0	3	0	0	0
chr2	85903199	85907199	ST3GAL5	HighConfNDD	4.0	3	0	0	0
chr2	100818139	100822139	NPAS2	HighConfNDD	4.0	0	0	0	0
chr2	101694850	101698850	MAP4K4	HighConfNDD	4.0	1	0	0	0
chr2	101989960	101993960	IL1R2	HighConfNDD	4.0	0	1	0	0
chr2	109127205	109131205	SH3RF3	HighConfNDD	4.0	1	0	0	0
chr2	114440299	114444299	DPP10	HighConfNDD	4.0	0	0	0	0
chr2	121647476	121651476	CLASP1	HighConfNDD	4.0	1	0	0	0
chr2	124023287	124027287	CNTNAP5	HighConfNDD	4.0	0	0	0	0
chr2	133566463	133570463	NCKAP5	HighConfNDD	4.0	0	1	0	0
chr2	135874443	135878443	MCM6	HighConfNDD	4.0	5	0	0	0
chr2	148019011	148023011	MBD5	HighConfNDD	4.0	1	1	0	0
chr2	148642440	148646440	EPC2	HighConfNDD	4.0	0	0	0	0
chr2	148873227	148877227	KIF5C	HighConfNDD	4.0	1	0	0	0
chr2	153869922	153873922	GALNT13	HighConfNDD	4.0	0	0	0	0
chr2	156340348	156344348	NR4A2	HighConfNDD	4.0	0	0	0	0
chr2	156433290	156437290	GPD2	HighConfNDD	4.0	1	0	0	0
chr2	157325713	157329713	ERMN	HighConfNDD	4.0	1	1	0	0
chr2	159614569	159618569	BAZ2B	HighConfNDD	4.0	0	0	0	0
chr2	161414297	161418297	TBR1	HighConfNDD	4.0	0	0	0	0
chr2	161422332	161426332	SLC4A10	HighConfNDD	4.0	0	0	0	0
chr2	162072394	162076394	DPP4	HighConfNDD	4.0	0	0	0	0
chr2	165192993	165196993	SCN2A	HighConfNDD	4.0	0	0	0	0
chr2	165202050	165206050	SCN3A	HighConfNDD	4.0	0	1	0	0
chr2	166180806	166184806	SCN1A	HighConfNDD	4.0	0	1	0	0
chr2	166374001	166378001	SCN9A	HighConfNDD	4.0	0	0	0	0
chr2	168245595	168249595	STK39	HighConfNDD	4.0	0	0	0	0
chr2	169360534	169364534	LRP2	HighConfNDD	4.0	0	0	0	0
chr2	169825454	169829454	UBR3	HighConfNDD	4.0	4	1	0	0
chr2	171997859	172001859	SLC25A12	HighConfNDD	4.0	4	0	0	0
chr2	172100900	172104900	DLX2	HighConfNDD	4.0	1	0	0	0
chr2	172733274	172737274	RAPGEF4	HighConfNDD	4.0	0	1	0	0
chr2	178828802	178832802	TTN	HighConfNDD	4.0	1	0	1	0
chr2	179859612	179863612	ZNF385B	HighConfNDD	4.0	0	0	0	0
chr2	183036858	183040858	NCKAP1	HighConfNDD	4.0	2	1	0	0
chr2	184596529	184600529	ZNF804A	HighConfNDD	4.0	0	0	1	0
chr2	190341570	190345570	INPP1	HighConfNDD	4.0	1	1	0	0
chr2	196591684	196595684	HECW2	HighConfNDD	4.0	2	1	0	0
chr2	197433079	197437079	SF3B1	HighConfNDD	4.0	3	0	0	0
chr2	199469266	199473266	SATB2	HighConfNDD	4.0	2	1	0	0
chr2	204543475	204547475	PARD3B	HighConfNDD	4.0	0	1	0	0
chr2	205679990	205683990	NRP2	HighConfNDD	4.0	0	0	0	0
chr2	209769569	209773569	UNC80	HighConfNDD	4.0	1	0	0	0
chr2	218417121	218421121	VIL1	HighConfNDD	4.0	5	1	0	0
chr2	218605855	218609855	PLCD4	HighConfNDD	4.0	2	1	0	0
chr2	218670002	218674002	RNF25	HighConfNDD	4.0	3	0	0	0
chr2	224583397	224587397	CUL3	HighConfNDD	4.0	0	1	0	0
chr2	229712555	229716555	DNER	HighConfNDD	4.0	0	0	0	0
chr2	229921239	229925239	TRIP12	HighConfNDD	4.0	4	1	0	0
chr2	232695299	232699299	GIGYF2	HighConfNDD	4.0	3	0	0	0
chr2	234048679	234052679	SPP2	HighConfNDD	4.0	0	1	0	0
chr2	235492043	235496043	AGAP1	HighConfNDD	4.0	0	0	0	0
chr2	238288102	238292102	PER2	HighConfNDD	4.0	1	0	0	0
chr2	239399654	239403654	HDAC4	HighConfNDD	4.0	0	0	0	0
chr2	240822293	240826293	KIF1A	HighConfNDD	4.0	0	0	0	0
chr2	241315061	241319061	HDLBP	HighConfNDD	4.0	1	2	0	0
chr2	241856894	241860894	PDCD1	HighConfNDD	4.0	0	0	0	0
chr20	541835	545835	CSNK2A1	HighConfNDD	4.0	1	0	0	0
chr20	1224044	1228044	RAD21L1	HighConfNDD	4.0	2	0	0	0
chr20	3069620	3073620	OXT	HighConfNDD	4.0	5	0	0	1
chr20	3206868	3210868	ITPA	HighConfNDD	4.0	6	0	0	0
chr20	8075251	8079251	PLCB1	HighConfNDD	4.0	0	0	0	0
chr20	10170395	10174395	SNAP25	HighConfNDD	4.0	0	0	0	0
chr20	13993369	13997369	MACROD2	HighConfNDD	4.0	1	0	0	0
chr20	17966980	17970980	SNX5	HighConfNDD	4.0	0	0	0	0
chr20	25583531	25587531	NINL	HighConfNDD	4.0	5	0	0	0
chr20	31868664	31872664	DUSP15	HighConfNDD	4.0	3	0	0	0
chr20	32107714	32111714	TM9SF4	HighConfNDD	4.0	1	0	0	0
chr20	38470816	38474816	RALGAPB	HighConfNDD	4.0	2	0	0	0
chr20	43187970	43191970	PTPRT	HighConfNDD	4.0	0	0	0	0
chr20	44650252	44654252	ADA	HighConfNDD	4.0	5	0	0	0
chr20	46019690	46023690	SLC12A5	HighConfNDD	4.0	2	0	0	0
chr20	46306498	46310498	CDH22	HighConfNDD	4.0	1	0	0	0
chr20	47354889	47358889	ZMYND8	HighConfNDD	4.0	0	0	0	0
chr20	48825999	48829999	PREX1	HighConfNDD	4.0	1	0	0	0
chr20	49482297	49486297	KCNB1	HighConfNDD	4.0	1	0	0	0
chr20	50929437	50933437	ADNP	HighConfNDD	4.0	0	1	0	0
chr20	54068594	54072594	BCAS1	HighConfNDD	4.0	1	0	0	0
chr20	58837718	58841718	GNAS	HighConfNDD	4.0	2	0	0	0
chr20	62063881	62067881	TAF4	HighConfNDD	4.0	0	0	0	0
chr20	63376401	63380401	CHRNA4	HighConfNDD	4.0	0	0	0	0
chr20	63470677	63474677	KCNQ2	HighConfNDD	4.0	0	0	0	0
chr20	63497239	63501239	EEF1A2	HighConfNDD	4.0	0	0	0	0
chr21	31657666	31661666	SOD1	HighConfNDD	4.0	3	0	0	0
chr21	31730118	31734118	SCAF4	HighConfNDD	4.0	0	0	0	0
chr21	32726040	32730040	SYNJ1	HighConfNDD	4.0	2	1	0	0
chr21	33541038	33545038	SON	HighConfNDD	4.0	1	1	0	0
chr21	33640400	33644400	ITSN1	HighConfNDD	4.0	0	0	0	0
chr21	37363573	37367573	DYRK1A	HighConfNDD	4.0	0	2	0	0
chr21	38153549	38157549	KCNJ15	HighConfNDD	4.0	2	0	0	0
chr21	38659780	38663780	ERG	HighConfNDD	4.0	0	1	0	0
chr21	39347647	39351647	HMGN1	HighConfNDD	4.0	1	0	0	0
chr21	40845158	40849158	DSCAM	HighConfNDD	4.0	0	0	0	0
chr21	42008387	42012387	ZBTB21	HighConfNDD	4.0	2	1	0	0
chr21	43774330	43778330	CSTB	HighConfNDD	4.0	5	0	0	0
chr21	46456891	46460891	DIP2A	HighConfNDD	4.0	3	0	0	0
chr22	17357949	17361949	CECR2	HighConfNDD	4.0	11	0	0	0
chr22	18934553	18938553	PRODH	HighConfNDD	4.0	4	0	0	0
chr22	19289719	19293719	CLTCL1	HighConfNDD	4.0	1	1	0	0
chr22	19852939	19856939	GNB1L	HighConfNDD	4.0	1	0	0	0
chr22	20980269	20984269	LZTR1	HighConfNDD	4.0	0	0	0	0
chr22	21980813	21984813	TOP3B	HighConfNDD	4.0	5	0	0	0
chr22	24268898	24272898	SPECC1L-ADORA2A	HighConfNDD	4.0	4	0	0	0
chr22	24415879	24419879	ADORA2A	HighConfNDD	4.0	1	0	0	0
chr22	31748140	31752140	PRR14L	HighConfNDD	4.0	4	0	0	0
chr22	31751867	31755867	DEPDC5	HighConfNDD	4.0	4	1	0	0
chr22	36386010	36390010	MYH9	HighConfNDD	4.0	2	0	0	0
chr22	36701752	36705752	CACNG2	HighConfNDD	4.0	0	0	0	0
chr22	38316084	38320084	CSNK1E	HighConfNDD	4.0	1	1	0	1
chr22	38396522	38400522	TPTEP2-CSNK1E	HighConfNDD	4.0	0	1	0	0
chr22	39568753	39572753	CACNA1I	HighConfNDD	4.0	1	0	0	0
chr22	40042817	40046817	TNRC6B	HighConfNDD	4.0	1	0	0	1
chr22	40344461	40348461	ADSL	HighConfNDD	4.0	7	0	0	0
chr22	40368591	40372591	SGSM3	HighConfNDD	4.0	5	0	0	0
chr22	41090510	41094510	EP300	HighConfNDD	4.0	1	2	0	0
chr22	42341616	42345616	TCF20	HighConfNDD	4.0	0	0	0	0
chr22	50481923	50485923	SBF1	HighConfNDD	4.0	2	0	0	0
chr22	50672408	50676408	SHANK3	HighConfNDD	4.0	0	0	0	0
chr3	1090658	1094658	CNTN6	HighConfNDD	4.0	0	0	0	0
chr3	2096813	2100813	CNTN4	HighConfNDD	4.0	0	0	0	0
chr3	4491345	4495345	ITPR1	HighConfNDD	4.0	0	0	0	0
chr3	6768001	6772001	GRM7	HighConfNDD	4.0	0	1	0	0
chr3	8767628	8771628	OXTR	HighConfNDD	4.0	0	0	0	0
chr3	9361053	9365053	SRGAP3	HighConfNDD	4.0	5	0	0	0
chr3	9395615	9399615	SETD5	HighConfNDD	4.0	0	0	0	0
chr3	10706007	10710007	ATP2B2	HighConfNDD	4.0	0	0	0	0
chr3	10990186	10994186	SLC6A1	HighConfNDD	4.0	0	0	0	0
chr3	12002388	12006388	SYN2	HighConfNDD	4.0	0	0	0	0
chr3	18442817	18446817	TBC1D5	HighConfNDD	4.0	0	0	0	0
chr3	18443621	18447621	SATB1	HighConfNDD	4.0	0	0	0	0
chr3	20038446	20042446	KAT2B	HighConfNDD	4.0	0	1	0	0
chr3	25662909	25666909	TOP2B	HighConfNDD	4.0	1	0	0	0
chr3	39279735	39283735	CX3CR1	HighConfNDD	4.0	2	0	0	0
chr3	41192741	41196741	CTNNB1	HighConfNDD	4.0	0	0	0	0
chr3	47162113	47166113	SETD2	HighConfNDD	4.0	2	1	0	0
chr3	48428086	48432086	PLXNB1	HighConfNDD	4.0	0	0	0	0
chr3	49092363	49096363	QRICH1	HighConfNDD	4.0	2	0	0	0
chr3	49356605	49360605	GPX1	HighConfNDD	4.0	2	0	0	0
chr3	49420685	49424685	AMT	HighConfNDD	4.0	3	0	0	0
chr3	50348826	50352826	NPRL2	HighConfNDD	4.0	2	1	0	0
chr3	52408660	52412660	PHF7	HighConfNDD	4.0	1	0	0	0
chr3	53326963	53330963	CACNA1D	HighConfNDD	4.0	4	0	0	1
chr3	54120552	54124552	CACNA2D3	HighConfNDD	4.0	0	0	0	0
chr3	57290685	57294685	ASB14	HighConfNDD	4.0	1	0	0	0
chr3	61249459	61253459	FHIT	HighConfNDD	4.0	0	0	0	0
chr3	62372324	62376324	FEZF2	HighConfNDD	4.0	0	0	0	0
chr3	62873416	62877416	CADPS	HighConfNDD	4.0	0	1	0	0
chr3	64022010	64026010	PSMD6	HighConfNDD	4.0	3	0	0	0
chr3	64443476	64447476	PRICKLE2	HighConfNDD	4.0	1	0	0	0
chr3	71581978	71585978	FOXP1	HighConfNDD	4.0	0	0	0	0
chr3	74612659	74616659	CNTN3	HighConfNDD	4.0	2	0	0	0
chr3	75904695	75908695	ROBO2	HighConfNDD	4.0	0	1	0	0
chr3	81759645	81763645	GBE1	HighConfNDD	4.0	0	0	0	0
chr3	84956989	84960989	CADM2	HighConfNDD	4.0	0	0	0	0
chr3	114197407	114201407	DRD3	HighConfNDD	4.0	4	0	0	0
chr3	115145292	115149292	ZBTB20	HighConfNDD	4.0	1	0	0	0
chr3	121591379	121595379	FBXO40	HighConfNDD	4.0	3	1	0	0
chr3	123447090	123451090	ADCY5	HighConfNDD	4.0	0	0	0	0
chr3	129120801	129124801	RAB43	HighConfNDD	4.0	2	0	0	0
chr3	129159036	129163036	ISY1-RAB43	HighConfNDD	4.0	1	1	0	0
chr3	129438179	129442179	MBD4	HighConfNDD	4.0	1	0	0	0
chr3	132652446	132656446	UBA5	HighConfNDD	4.0	0	0	0	0
chr3	136248340	136252340	PCCB	HighConfNDD	4.0	3	0	0	0
chr3	143846485	143850485	SLC9A9	HighConfNDD	4.0	1	1	0	0
chr3	143969823	143973823	DIPK2A	HighConfNDD	4.0	0	0	1	0
chr3	151083286	151087286	MED12L	HighConfNDD	4.0	1	0	0	0
chr3	167733243	167737243	SERPINI1	HighConfNDD	4.0	0	1	0	0
chr3	173394284	173398284	NLGN1	HighConfNDD	4.0	0	1	0	0
chr3	174436573	174440573	NAALADL2	HighConfNDD	4.0	0	0	0	0
chr3	177226000	177230000	TBL1XR1	HighConfNDD	4.0	5	1	0	0
chr3	183695797	183699797	YEATS2	HighConfNDD	4.0	4	0	0	0
chr3	184153377	184157377	DVL3	HighConfNDD	4.0	2	0	0	0
chr3	184172689	184176689	AP2M1	HighConfNDD	4.0	1	1	0	0
chr3	195441044	195445044	ACAP2	HighConfNDD	4.0	2	0	0	1
chr3	195809973	195813973	MUC4	HighConfNDD	4.0	3	0	0	0
chr3	196336373	196340373	TM4SF19-DYNLT2B	HighConfNDD	4.0	5	0	0	0
chr3	196336503	196340503	TM4SF19	HighConfNDD	4.0	4	0	0	0
chr3	196737857	196741857	PAK2	HighConfNDD	4.0	1	1	0	0
chr3	197297330	197301330	DLG1	HighConfNDD	4.0	1	0	0	0
chr4	1869393	1873393	NSD2	HighConfNDD	4.0	2	2	0	0
chr4	2961571	2965571	GRK4	HighConfNDD	4.0	1	0	0	1
chr4	6779375	6783375	KIAA0232	HighConfNDD	4.0	0	0	0	0
chr4	8590660	8594660	CPZ	HighConfNDD	4.0	0	0	0	0
chr4	15701065	15705065	BST1	HighConfNDD	4.0	2	0	0	0
chr4	15776275	15780275	CD38	HighConfNDD	4.0	0	0	0	0
chr4	46991581	46995581	GABRA4	HighConfNDD	4.0	1	0	0	0
chr4	53364066	53368066	SCFD2	HighConfNDD	4.0	1	0	0	0
chr4	55946871	55950871	CEP135	HighConfNDD	4.0	2	0	0	0
chr4	73256798	73260798	ANKRD17	HighConfNDD	4.0	1	0	0	0
chr4	75722589	75726589	G3BP2	HighConfNDD	4.0	2	0	0	0
chr4	76232536	76236536	SCARB2	HighConfNDD	4.0	2	0	0	0
chr4	82372503	82376503	HNRNPD	HighConfNDD	4.0	2	0	0	0
chr4	84964690	84968690	WDFY3	HighConfNDD	4.0	1	2	0	0
chr4	87529061	87533061	SPARCL1	HighConfNDD	4.0	0	1	0	0
chr4	90125394	90129394	CCSER1	HighConfNDD	4.0	0	1	0	0
chr4	92301966	92305966	GRID2	HighConfNDD	4.0	0	0	0	0
chr4	98927133	98931133	EIF4E	HighConfNDD	4.0	2	1	0	0
chr4	99814827	99818827	DAPP1	HighConfNDD	4.0	2	0	0	0
chr4	101346278	101350278	PPP3CA	HighConfNDD	4.0	0	0	0	0
chr4	105143875	105147875	TET2	HighConfNDD	4.0	1	0	0	0
chr4	106314683	106318683	TBCK	HighConfNDD	4.0	1	0	0	0
chr4	112816032	112820032	ANK2	HighConfNDD	4.0	1	0	0	1
chr4	127964034	127968034	MFSD8	HighConfNDD	4.0	2	0	0	0
chr4	133147294	133151294	PCDH10	HighConfNDD	4.0	0	0	0	0
chr4	139299446	139303446	NAA15	HighConfNDD	4.0	0	0	0	0
chr4	145096288	145100288	ABCE1	HighConfNDD	4.0	4	0	0	0
chr4	145936823	145940823	ZNF827	HighConfNDD	4.0	1	0	0	0
chr4	147682163	147686163	PRMT9	HighConfNDD	4.0	4	0	0	0
chr4	148442698	148446698	NR3C2	HighConfNDD	4.0	0	0	0	0
chr4	151013727	151017727	LRBA	HighConfNDD	4.0	3	0	0	1
chr4	154588742	154592742	FGA	HighConfNDD	4.0	1	0	0	0
chr4	155852738	155856738	TDO2	HighConfNDD	4.0	0	1	0	0
chr4	157202182	157206182	GRIA2	HighConfNDD	4.0	3	0	0	0
chr4	186724722	186728722	FAT1	HighConfNDD	4.0	1	0	0	0
chr4	189938855	189942855	FRG1	HighConfNDD	4.0	0	1	0	0
chr5	441175	445175	EXOC3	HighConfNDD	4.0	2	0	0	0
chr5	1443440	1447440	SLC6A3	HighConfNDD	4.0	2	0	0	0
chr5	9544075	9548075	SEMA5A	HighConfNDD	4.0	0	0	0	0
chr5	11902446	11906446	CTNND2	HighConfNDD	4.0	0	0	0	0
chr5	14141342	14145342	TRIO	HighConfNDD	4.0	0	0	0	0
chr5	24642978	24646978	CDH10	HighConfNDD	4.0	0	0	0	0
chr5	27119150	27123150	CDH9	HighConfNDD	4.0	4	0	0	0
chr5	36874769	36878769	NIPBL	HighConfNDD	4.0	0	0	0	0
chr5	37369124	37373124	NUP155	HighConfNDD	4.0	3	0	0	0
chr5	45694498	45698498	HCN1	HighConfNDD	4.0	0	0	0	0
chr5	65623975	65627975	TRIM23	HighConfNDD	4.0	3	0	0	0
chr5	65881128	65885128	ERBIN	HighConfNDD	4.0	3	0	0	0
chr5	72105234	72109234	MAP1B	HighConfNDD	4.0	0	1	0	0
chr5	79512134	79516134	HOMER1	HighConfNDD	4.0	1	1	0	0
chr5	88902257	88906257	MEF2C	HighConfNDD	4.0	0	1	0	0
chr5	93581222	93585222	NR2F1	HighConfNDD	4.0	0	0	0	0
chr5	98927007	98931007	CHD1	HighConfNDD	4.0	1	0	0	0
chr5	111221653	111225653	CAMK4	HighConfNDD	4.0	0	0	0	0
chr5	113511694	113515694	YTHDC2	HighConfNDD	4.0	0	1	0	0
chr5	127288796	127292796	MEGF10	HighConfNDD	4.0	0	0	0	0
chr5	132293315	132297315	P4HA2	HighConfNDD	4.0	1	0	0	0
chr5	135032813	135036813	PITX1	HighConfNDD	4.0	0	0	0	0
chr5	138350685	138354685	KDM3B	HighConfNDD	4.0	0	0	0	0
chr5	140105777	140109777	PURA	HighConfNDD	4.0	0	0	0	0
chr5	140784136	140788136	PCDHA1	HighConfNDD	4.0	0	1	0	0
chr5	140792852	140796852	PCDHA2	HighConfNDD	4.0	0	0	0	0
chr5	140799028	140803028	PCDHA3	HighConfNDD	4.0	0	0	0	0
