ring	category	gene	promoter_per_kb	background_per_kb	normalised
10-100 kb	Housekeeping	VTI1B	1.0	0.7555555555555555	1.3235294117647058
10-100 kb	Housekeeping	ZFP36L1	0.0	0.5055555555555555	0.0
10-100 kb	Housekeeping	DCAF5	0.0	0.75	0.0
10-100 kb	Housekeeping	ERH	0.75	0.6277777777777778	1.1946902654867257
10-100 kb	Housekeeping	SUSD6	0.25	0.6666666666666666	0.375
10-100 kb	Housekeeping	RBM25	1.0	1.488888888888889	0.6716417910447761
10-100 kb	Housekeeping	NUMB	0.5	1.488888888888889	0.33582089552238803
10-100 kb	Housekeeping	ISCA2	0.0	0.42777777777777776	0.0
10-100 kb	Housekeeping	FCF1	0.75	0.9222222222222223	0.8132530120481927
10-100 kb	Housekeeping	DLST	1.0	0.5777777777777777	1.7307692307692308
10-100 kb	Housekeeping	TMED10	0.5	1.1666666666666667	0.42857142857142855
10-100 kb	Housekeeping	CIPC	0.25	0.7388888888888889	0.3383458646616541
10-100 kb	Housekeeping	AHSA1	0.0	1.0722222222222222	0.0
10-100 kb	Housekeeping	SLIRP	0.25	1.288888888888889	0.1939655172413793
10-100 kb	Housekeeping	NDUFB1	1.75	1.0444444444444445	1.675531914893617
10-100 kb	Housekeeping	GOLGA5	0.5	0.7333333333333333	0.6818181818181819
10-100 kb	Housekeeping	ITPK1	1.0	1.0777777777777777	0.9278350515463918
10-100 kb	Housekeeping	MOAP1	0.5	1.2944444444444445	0.38626609442060084
10-100 kb	Housekeeping	PAPOLA	1.0	0.7611111111111111	1.3138686131386863
10-100 kb	Housekeeping	SETD3	0.0	0.28888888888888886	0.0
10-100 kb	Housekeeping	ZFYVE21	0.5	1.2833333333333334	0.3896103896103896
10-100 kb	Housekeeping	BTBD6	0.25	0.6555555555555556	0.3813559322033898
10-100 kb	Housekeeping	EMC7	0.5	0.85	0.5882352941176471
10-100 kb	Housekeeping	EMC4	1.75	0.8111111111111111	2.1575342465753424
10-100 kb	Housekeeping	SRP14	0.25	0.4888888888888889	0.5113636363636364
10-100 kb	Housekeeping	RTF1	2.25	1.8611111111111112	1.208955223880597
10-100 kb	Housekeeping	VPS39	0.0	0.5833333333333334	0.0
10-100 kb	Housekeeping	TMEM87A	0.5	0.6555555555555556	0.7627118644067796
10-100 kb	Housekeeping	PDIA3	0.5	1.1222222222222222	0.44554455445544555
10-100 kb	Housekeeping	SERF2	1.25	1.2777777777777777	0.9782608695652175
10-100 kb	Housekeeping	MFAP1	2.25	1.1611111111111112	1.9377990430622007
10-100 kb	Housekeeping	EIF3J	0.75	1.2444444444444445	0.6026785714285714
10-100 kb	Housekeeping	DUT	0.75	0.37222222222222223	2.014925373134328
10-100 kb	Housekeeping	EID1	0.0	0.31666666666666665	0.0
10-100 kb	Housekeeping	SECISBP2L	0.0	0.35	0.0
10-100 kb	Housekeeping	COPS2	0.0	0.4444444444444444	0.0
10-100 kb	Housekeeping	ARPP19	1.25	0.6333333333333333	1.973684210526316
10-100 kb	Housekeeping	RSL24D1	0.0	0.45	0.0
10-100 kb	Housekeeping	SLTM	0.75	1.1277777777777778	0.6650246305418719
10-100 kb	Housekeeping	SNX1	0.25	0.7777777777777778	0.3214285714285714
10-100 kb	Housekeeping	CIAO2A	0.25	0.7833333333333333	0.3191489361702128
10-100 kb	Housekeeping	PPIB	1.25	0.9444444444444444	1.3235294117647058
10-100 kb	Housekeeping	TRIP4	1.5	1.4222222222222223	1.0546875
10-100 kb	Housekeeping	OAZ2	0.25	1.511111111111111	0.16544117647058823
10-100 kb	Housekeeping	PDCD7	1.5	0.9444444444444444	1.5882352941176472
10-100 kb	Housekeeping	CLPX	1.25	1.0833333333333333	1.153846153846154
10-100 kb	Housekeeping	RAB11A	2.0	0.9111111111111111	2.1951219512195124
10-100 kb	Housekeeping	RPL4	1.0	0.9333333333333333	1.0714285714285714
10-100 kb	Housekeeping	RPLP1	0.75	0.5277777777777778	1.4210526315789473
10-100 kb	Housekeeping	NPTN	0.5	0.4888888888888889	1.0227272727272727
10-100 kb	Housekeeping	UBL7	1.0	0.9111111111111111	1.0975609756097562
10-100 kb	Housekeeping	COX5A	1.5	1.2777777777777777	1.173913043478261
10-100 kb	Housekeeping	IMP3	0.0	1.0555555555555556	0.0
10-100 kb	Housekeeping	TSPAN3	0.75	0.3111111111111111	2.4107142857142856
10-100 kb	Housekeeping	MORF4L1	0.25	0.8277777777777777	0.30201342281879195
10-100 kb	Housekeeping	WHAMM	0.25	0.7833333333333333	0.3191489361702128
10-100 kb	Housekeeping	RAMAC	1.25	0.8722222222222222	1.4331210191082802
10-100 kb	Housekeeping	BTBD1	0.75	0.8055555555555556	0.9310344827586207
10-100 kb	Housekeeping	SEC11A	0.5	1.1166666666666667	0.44776119402985076
10-100 kb	Housekeeping	MRPL46	0.25	0.3055555555555556	0.8181818181818181
10-100 kb	Housekeeping	AP3S2	1.0	1.1888888888888889	0.8411214953271028
10-100 kb	Housekeeping	ARPIN-AP3S2	0.75	1.1777777777777778	0.6367924528301887
10-100 kb	Housekeeping	CIB1	1.0	1.2333333333333334	0.8108108108108107
10-100 kb	Housekeeping	NGRN	1.0	1.1944444444444444	0.8372093023255814
10-100 kb	Housekeeping	CRTC3	0.75	0.8	0.9375
10-100 kb	Housekeeping	FURIN	0.25	0.9666666666666667	0.25862068965517243
10-100 kb	Housekeeping	SELENOS	1.0	0.45	2.2222222222222223
10-100 kb	Housekeeping	FAM234A	2.5	1.261111111111111	1.9823788546255507
10-100 kb	Housekeeping	MRPL28	0.0	1.35	0.0
10-100 kb	Housekeeping	RHOT2	0.0	0.6	0.0
10-100 kb	Housekeeping	UBE2I	1.75	0.5333333333333333	3.28125
10-100 kb	Housekeeping	TSR3	0.5	0.8944444444444445	0.5590062111801242
10-100 kb	Housekeeping	HAGH	0.75	1.0722222222222222	0.6994818652849741
10-100 kb	Housekeeping	NDUFB10	0.25	1.1	0.22727272727272727
10-100 kb	Housekeeping	RPS2	0.75	1.0333333333333334	0.7258064516129031
10-100 kb	Housekeeping	E4F1	2.5	0.8833333333333333	2.8301886792452833
10-100 kb	Housekeeping	RNPS1	0.25	1.0555555555555556	0.23684210526315788
10-100 kb	Housekeeping	PDPK1	1.0	0.8111111111111111	1.2328767123287672
10-100 kb	Housekeeping	KCTD5	1.0	0.6944444444444444	1.44
10-100 kb	Housekeeping	ELOB	0.5	0.7166666666666667	0.6976744186046512
10-100 kb	Housekeeping	PAM16	1.75	1.261111111111111	1.3876651982378856
10-100 kb	Housekeeping	CORO7-PAM16	2.25	1.1055555555555556	2.0351758793969847
10-100 kb	Housekeeping	DNAJA3	1.25	1.1055555555555556	1.1306532663316582
10-100 kb	Housekeeping	MGRN1	1.25	1.288888888888889	0.9698275862068965
10-100 kb	Housekeeping	NUDT16L1	0.0	1.3055555555555556	0.0
10-100 kb	Housekeeping	NUBP1	0.75	0.8611111111111112	0.8709677419354839
10-100 kb	Housekeeping	DEXI	0.0	0.7388888888888889	0.0
10-100 kb	Housekeeping	GSPT1	0.75	1.65	0.4545454545454546
10-100 kb	Housekeeping	BFAR	1.5	1.4833333333333334	1.0112359550561798
10-100 kb	Housekeeping	NOMO1	0.75	0.8611111111111112	0.8709677419354839
10-100 kb	Housekeeping	NPIPA1	0.0	0.95	0.0
10-100 kb	Housekeeping	RRN3	1.75	0.8055555555555556	2.1724137931034484
10-100 kb	Housekeeping	RPS15A	1.0	1.0	1.0
10-100 kb	Housekeeping	GDE1	0.75	1.1666666666666667	0.6428571428571428
10-100 kb	Housekeeping	NPIPB3	0.25	1.2833333333333334	0.1948051948051948
10-100 kb	Housekeeping	METTL9	1.25	1.1888888888888889	1.0514018691588785
10-100 kb	Housekeeping	GGA2	1.0	1.4555555555555555	0.6870229007633588
10-100 kb	Housekeeping	UBFD1	0.75	1.4111111111111112	0.5314960629921259
10-100 kb	Housekeeping	NDUFAB1	1.5	1.2722222222222221	1.1790393013100438
10-100 kb	Housekeeping	LCMT1	0.75	1.2333333333333334	0.6081081081081081
10-100 kb	Housekeeping	NSMCE1	0.5	0.8555555555555555	0.5844155844155845
10-100 kb	Housekeeping	SGF29	1.5	1.4277777777777778	1.0505836575875487
10-100 kb	Housekeeping	NFATC2IP	1.5	1.488888888888889	1.007462686567164
10-100 kb	Housekeeping	MAZ	0.0	1.5944444444444446	0.0
10-100 kb	Housekeeping	CDIPT	0.5	1.3666666666666667	0.36585365853658536
10-100 kb	Housekeeping	TMEM219	2.0	1.238888888888889	1.6143497757847534
10-100 kb	Housekeeping	CD2BP2	0.0	1.4833333333333334	0.0
10-100 kb	Housekeeping	TBC1D10B	0.0	1.5166666666666666	0.0
10-100 kb	Housekeeping	DCTPP1	0.75	1.6222222222222222	0.4623287671232877
10-100 kb	Housekeeping	ZNF768	0.25	1.7944444444444445	0.1393188854489164
10-100 kb	Housekeeping	FBRS	0.5	1.6111111111111112	0.3103448275862069
10-100 kb	Housekeeping	BCL7C	0.0	1.3833333333333333	0.0
10-100 kb	Housekeeping	VKORC1	2.0	1.4666666666666666	1.3636363636363638
10-100 kb	Housekeeping	DNAJA2	0.5	1.238888888888889	0.40358744394618834
10-100 kb	Housekeeping	LONP2	0.5	0.5833333333333334	0.8571428571428571
10-100 kb	Housekeeping	N4BP1	1.5	0.5166666666666667	2.9032258064516125
10-100 kb	Housekeeping	NUDT21	0.25	0.5944444444444444	0.4205607476635514
10-100 kb	Housekeeping	HERPUD1	0.25	0.7777777777777778	0.3214285714285714
10-100 kb	Housekeeping	ARL2BP	1.0	1.0	1.0
10-100 kb	Housekeeping	POLR2C	0.25	0.7277777777777777	0.3435114503816794
10-100 kb	Housekeeping	USB1	0.0	0.7777777777777778	0.0
10-100 kb	Housekeeping	CSNK2A2	0.25	0.7777777777777778	0.3214285714285714
10-100 kb	Housekeeping	DYNC1LI2	0.25	1.25	0.2
10-100 kb	Housekeeping	CIAO2B	0.5	1.1444444444444444	0.4368932038834952
10-100 kb	Housekeeping	E2F4	0.75	0.9055555555555556	0.8282208588957055
10-100 kb	Housekeeping	TMEM208	0.0	0.7055555555555556	0.0
10-100 kb	Housekeeping	ATP6V0D1	0.5	1.0444444444444445	0.4787234042553191
10-100 kb	Housekeeping	RANBP10	1.0	1.3833333333333333	0.7228915662650602
10-100 kb	Housekeeping	THAP11	0.75	1.3888888888888888	0.54
10-100 kb	Housekeeping	NUTF2	0.75	1.3333333333333333	0.5625
10-100 kb	Housekeeping	PLA2G15	0.5	1.1888888888888889	0.4205607476635514
10-100 kb	Housekeeping	CHTF8	0.0	1.5833333333333333	0.0
10-100 kb	Housekeeping	CYB5B	2.0	1.0944444444444446	1.8274111675126903
10-100 kb	Housekeeping	NOB1	1.25	1.4388888888888889	0.8687258687258688
10-100 kb	Housekeeping	DDX19A	2.25	1.8333333333333333	1.2272727272727273
10-100 kb	Housekeeping	DHX38	0.5	0.5611111111111111	0.8910891089108911
10-100 kb	Housekeeping	PSMD7	1.0	1.1722222222222223	0.8530805687203791
10-100 kb	Housekeeping	GLG1	0.25	1.3611111111111112	0.18367346938775508
10-100 kb	Housekeeping	WDR59	0.0	1.3	0.0
10-100 kb	Housekeeping	CFDP1	1.0	1.1777777777777778	0.8490566037735848
10-100 kb	Housekeeping	GABARAPL2	0.5	1.1055555555555556	0.4522613065326633
10-100 kb	Housekeeping	TERF2IP	1.5	0.95	1.5789473684210527
10-100 kb	Housekeeping	HSBP1	0.25	0.37777777777777777	0.6617647058823529
10-100 kb	Housekeeping	ZDHHC7	1.25	0.8611111111111112	1.4516129032258063
10-100 kb	Housekeeping	EMC8	0.5	0.7888888888888889	0.6338028169014085
10-100 kb	Housekeeping	MAP1LC3B	1.5	0.7611111111111111	1.9708029197080292
10-100 kb	Housekeeping	ZC3H18	0.75	0.6	1.25
10-100 kb	Housekeeping	APRT	0.25	0.45	0.5555555555555556
10-100 kb	Housekeeping	RPL13	1.25	1.0722222222222222	1.1658031088082903
10-100 kb	Housekeeping	ZNF276	0.5	1.3722222222222222	0.3643724696356275
10-100 kb	Housekeeping	TCF25	1.25	1.2444444444444445	1.0044642857142856
10-100 kb	Housekeeping	MRM3	1.0	1.1555555555555554	0.8653846153846154
10-100 kb	Housekeeping	TIMM22	1.5	1.0222222222222221	1.4673913043478262
10-100 kb	Housekeeping	CRK	2.0	1.6444444444444444	1.2162162162162162
10-100 kb	Housekeeping	PRPF8	1.5	1.3222222222222222	1.134453781512605
10-100 kb	Housekeeping	RPA1	1.25	1.4111111111111112	0.8858267716535433
10-100 kb	Housekeeping	OVCA2	0.25	1.0888888888888888	0.2295918367346939
10-100 kb	Housekeeping	TSR1	0.0	1.0666666666666667	0.0
10-100 kb	Housekeeping	TAX1BP3	0.75	1.1555555555555554	0.6490384615384616
10-100 kb	Housekeeping	EMC6	0.75	1.1555555555555554	0.6490384615384616
10-100 kb	Housekeeping	P2RX5-TAX1BP3	0.5	1.1944444444444444	0.4186046511627907
10-100 kb	Housekeeping	ANKFY1	1.75	1.1555555555555554	1.514423076923077
10-100 kb	Housekeeping	UBE2G1	1.75	1.5611111111111111	1.1209964412811388
10-100 kb	Housekeeping	PELP1	0.75	1.261111111111111	0.5947136563876653
10-100 kb	Housekeeping	PSMB6	1.25	1.3555555555555556	0.9221311475409836
10-100 kb	Housekeeping	RNF167	0.25	1.211111111111111	0.20642201834862386
10-100 kb	Housekeeping	SLC25A11	0.25	1.211111111111111	0.20642201834862386
10-100 kb	Housekeeping	PFN1	0.0	1.261111111111111	0.0
10-100 kb	Housekeeping	SPAG7	0.75	1.2944444444444445	0.5793991416309012
10-100 kb	Housekeeping	RNASEK	0.5	0.85	0.5882352941176471
10-100 kb	Housekeeping	RNASEK-C17orf49	0.5	0.8555555555555555	0.5844155844155845
10-100 kb	Housekeeping	DVL2	0.5	1.0333333333333334	0.48387096774193544
10-100 kb	Housekeeping	GABARAP	0.0	1.0277777777777777	0.0
10-100 kb	Housekeeping	CTDNEP1	0.25	0.95	0.2631578947368421
10-100 kb	Housekeeping	TMEM256	0.5	0.9722222222222222	0.5142857142857143
10-100 kb	Housekeeping	TMEM256-PLSCR3	0.5	0.9722222222222222	0.5142857142857143
10-100 kb	Housekeeping	SENP3-EIF4A1	0.0	1.4222222222222223	0.0
10-100 kb	Housekeeping	EIF4A1	0.0	1.4666666666666666	0.0
10-100 kb	Housekeeping	FXR2	1.5	1.3277777777777777	1.1297071129707112
10-100 kb	Housekeeping	TRAPPC1	0.0	0.7277777777777777	0.0
10-100 kb	Housekeeping	RPL26	1.25	1.0333333333333334	1.2096774193548385
10-100 kb	Housekeeping	STX8	0.75	0.8777777777777778	0.8544303797468354
10-100 kb	Housekeeping	UBB	1.25	1.3722222222222222	0.9109311740890689
10-100 kb	Housekeeping	MPRIP	0.25	0.3611111111111111	0.6923076923076923
10-100 kb	Housekeeping	MED9	0.75	0.4666666666666667	1.6071428571428572
10-100 kb	Housekeeping	TOM1L2	0.5	0.75	0.6666666666666666
10-100 kb	Housekeeping	ALKBH5	0.5	0.7555555555555555	0.6617647058823529
10-100 kb	Housekeeping	AKAP10	0.75	1.15	0.6521739130434783
10-100 kb	Housekeeping	USP22	0.5	0.8222222222222222	0.6081081081081081
10-100 kb	Housekeeping	WSB1	1.0	0.8166666666666667	1.2244897959183674
10-100 kb	Housekeeping	TNFAIP1	0.5	0.8388888888888889	0.5960264900662251
10-100 kb	Housekeeping	SUPT6H	0.25	1.0222222222222221	0.24456521739130438
10-100 kb	Housekeeping	RPL23A	1.0	1.288888888888889	0.7758620689655172
10-100 kb	Housekeeping	ERAL1	1.25	1.3611111111111112	0.9183673469387755
10-100 kb	Housekeeping	FLOT2	0.5	1.2444444444444445	0.4017857142857143
10-100 kb	Housekeeping	NUFIP2	0.25	1.5222222222222221	0.1642335766423358
10-100 kb	Housekeeping	COPRS	0.5	1.538888888888889	0.3249097472924188
10-100 kb	Housekeeping	RPL23	0.75	1.55	0.48387096774193544
10-100 kb	Housekeeping	LASP1	0.0	1.5777777777777777	0.0
10-100 kb	Housekeeping	RPL19	1.0	1.2722222222222221	0.7860262008733625
10-100 kb	Housekeeping	MIEN1	1.5	0.7111111111111111	2.109375
10-100 kb	Housekeeping	PSMD3	0.25	1.0888888888888888	0.2295918367346939
10-100 kb	Housekeeping	MSL1	0.5	1.3166666666666667	0.379746835443038
10-100 kb	Housekeeping	CASC3	0.75	1.4444444444444444	0.5192307692307693
10-100 kb	Housekeeping	EIF1	0.5	0.9833333333333333	0.5084745762711864
10-100 kb	Housekeeping	CNP	0.25	1.3222222222222222	0.18907563025210083
10-100 kb	Housekeeping	DNAJC7	0.75	1.2444444444444445	0.6026785714285714
10-100 kb	Housekeeping	STAT5B	0.0	1.211111111111111	0.0
10-100 kb	Housekeeping	RETREG3	0.5	1.1944444444444444	0.4186046511627907
10-100 kb	Housekeeping	VPS25	1.5	1.0444444444444445	1.4361702127659575
10-100 kb	Housekeeping	COA3	0.5	1.25	0.4
10-100 kb	Housekeeping	PSME3	2.0	1.3	1.5384615384615383
10-100 kb	Housekeeping	AARSD1	2.0	1.4666666666666666	1.3636363636363638
10-100 kb	Housekeeping	PTGES3L-AARSD1	0.75	1.5333333333333334	0.48913043478260865
10-100 kb	Housekeeping	RPL27	1.25	1.4944444444444445	0.8364312267657993
10-100 kb	Housekeeping	VAT1	1.25	1.6555555555555554	0.7550335570469799
10-100 kb	Housekeeping	TMEM101	0.0	1.1666666666666667	0.0
10-100 kb	Housekeeping	LSM12	1.0	1.4111111111111112	0.7086614173228346
10-100 kb	Housekeeping	G6PC3	1.0	1.4388888888888889	0.694980694980695
10-100 kb	Housekeeping	NMT1	0.75	0.9666666666666667	0.7758620689655172
10-100 kb	Housekeeping	HEXIM1	0.0	1.3055555555555556	0.0
10-100 kb	Housekeeping	CDC27	0.25	1.0222222222222221	0.24456521739130438
10-100 kb	Housekeeping	NPEPPS	1.75	1.4666666666666666	1.1931818181818183
10-100 kb	Housekeeping	KPNB1	1.25	1.0777777777777777	1.1597938144329898
10-100 kb	Housekeeping	SP2	0.25	0.7	0.35714285714285715
10-100 kb	Housekeeping	CBX1	0.75	1.0222222222222221	0.7336956521739131
10-100 kb	Housekeeping	CALCOCO2	1.25	1.261111111111111	0.9911894273127754
10-100 kb	Housekeeping	ATP5MC1	1.0	1.6833333333333333	0.594059405940594
10-100 kb	Housekeeping	UBE2Z	1.0	1.6055555555555556	0.6228373702422145
10-100 kb	Housekeeping	LRRC59	0.5	0.9222222222222223	0.5421686746987951
10-100 kb	Housekeeping	RSAD1	1.0	0.75	1.3333333333333333
10-100 kb	Housekeeping	ANKRD40	1.25	0.9055555555555556	1.3803680981595092
10-100 kb	Housekeeping	LUC7L3	1.0	0.9444444444444444	1.0588235294117647
10-100 kb	Housekeeping	SPAG9	0.5	1.4111111111111112	0.3543307086614173
10-100 kb	Housekeeping	NME1-NME2	1.5	1.4444444444444444	1.0384615384615385
10-100 kb	Housekeeping	NME2	1.0	1.4444444444444444	0.6923076923076923
10-100 kb	Housekeeping	UTP18	0.5	0.8888888888888888	0.5625
10-100 kb	Housekeeping	SRSF1	0.5	0.7055555555555556	0.7086614173228346
10-100 kb	Housekeeping	DYNLL2	0.0	0.6166666666666667	0.0
10-100 kb	Housekeeping	SUPT4H1	0.25	0.5555555555555556	0.44999999999999996
10-100 kb	Housekeeping	DHX40	0.25	1.0833333333333333	0.23076923076923078
10-100 kb	Housekeeping	MAP3K3	0.25	0.9222222222222223	0.2710843373493976
10-100 kb	Housekeeping	PSMC5	0.0	1.0722222222222222	0.0
10-100 kb	Housekeeping	FTSJ3	0.0	1.0555555555555556	0.0
10-100 kb	Housekeeping	SMARCD2	0.5	0.8777777777777778	0.569620253164557
10-100 kb	Housekeeping	RPL38	0.75	0.8111111111111111	0.9246575342465754
10-100 kb	Housekeeping	MRPL58	0.75	1.1388888888888888	0.6585365853658537
10-100 kb	Housekeeping	ATP5PD	0.25	1.2722222222222221	0.19650655021834063
10-100 kb	Housekeeping	SUMO2	0.5	1.5944444444444446	0.313588850174216
10-100 kb	Housekeeping	MRPS7	0.5	1.8777777777777778	0.26627218934911245
10-100 kb	Housekeeping	GRB2	1.0	1.4388888888888889	0.694980694980695
10-100 kb	Housekeeping	WBP2	1.75	1.2222222222222223	1.4318181818181817
10-100 kb	Housekeeping	MRPL38	1.25	1.3833333333333333	0.9036144578313253
10-100 kb	Housekeeping	PRPSAP1	0.0	1.3111111111111111	0.0
10-100 kb	Housekeeping	UBE2O	1.0	0.9666666666666667	1.0344827586206897
10-100 kb	Housekeeping	SRSF2	0.0	1.2777777777777777	0.0
10-100 kb	Housekeeping	EIF4A3	1.25	0.9	1.3888888888888888
10-100 kb	Housekeeping	CHMP6	0.75	0.5055555555555555	1.4835164835164836
10-100 kb	Housekeeping	NPLOC4	1.75	1.2722222222222221	1.3755458515283843
10-100 kb	Housekeeping	HGS	0.5	1.1722222222222223	0.42654028436018954
10-100 kb	Housekeeping	MCRIP1	0.5	0.6055555555555555	0.8256880733944955
10-100 kb	Housekeeping	P4HB	0.75	0.75	1.0
10-100 kb	Housekeeping	ANAPC11	0.5	0.8888888888888888	0.5625
10-100 kb	Housekeeping	ASPSCR1	1.75	0.7055555555555556	2.4803149606299213
10-100 kb	Housekeeping	DUS1L	0.75	0.7333333333333333	1.0227272727272727
10-100 kb	Housekeeping	CSNK1D	0.25	0.7055555555555556	0.3543307086614173
10-100 kb	Housekeeping	FN3KRP	1.0	0.9611111111111111	1.0404624277456647
10-100 kb	Housekeeping	USP14	1.25	0.7444444444444445	1.6791044776119401
10-100 kb	Housekeeping	MYL12A	0.0	0.5944444444444444	0.0
10-100 kb	Housekeeping	MYL12B	0.5	0.6277777777777778	0.7964601769911505
10-100 kb	Housekeeping	RAB12	0.25	0.5777777777777777	0.4326923076923077
10-100 kb	Housekeeping	RALBP1	0.25	0.8	0.3125
10-100 kb	Housekeeping	VAPA	0.25	0.35	0.7142857142857143
10-100 kb	Housekeeping	NAPG	0.5	0.3333333333333333	1.5
10-100 kb	Housekeeping	PSMG2	0.5	1.1222222222222222	0.44554455445544555
10-100 kb	Housekeeping	SS18	0.25	0.6055555555555555	0.41284403669724773
10-100 kb	Housekeeping	GALNT1	0.0	0.35555555555555557	0.0
10-100 kb	Housekeeping	SLC39A6	0.75	0.7388888888888889	1.0150375939849623
10-100 kb	Housekeeping	MBD2	0.5	0.4666666666666667	1.0714285714285714
10-100 kb	Housekeeping	TXNL1	0.25	0.5388888888888889	0.4639175257731959
10-100 kb	Housekeeping	LMAN1	0.0	0.3611111111111111	0.0
10-100 kb	Housekeeping	TMX3	0.75	0.18888888888888888	3.9705882352941178
10-100 kb	Housekeeping	CDC34	0.5	0.85	0.5882352941176471
10-100 kb	Housekeeping	BSG	1.25	0.9555555555555556	1.3081395348837208
10-100 kb	Housekeeping	RNF126	0.75	1.0722222222222222	0.6994818652849741
10-100 kb	Housekeeping	R3HDM4	1.25	1.15	1.0869565217391306
10-100 kb	Housekeeping	TMEM259	1.0	1.0444444444444445	0.9574468085106382
10-100 kb	Housekeeping	GPX4	0.75	1.038888888888889	0.7219251336898395
10-100 kb	Housekeeping	STK11	2.0	0.8555555555555555	2.337662337662338
10-100 kb	Housekeeping	CIRBP	0.0	1.2	0.0
10-100 kb	Housekeeping	RPS15	1.5	0.9888888888888889	1.5168539325842696
10-100 kb	Housekeeping	UQCR11	1.5	1.261111111111111	1.1894273127753305
10-100 kb	Housekeeping	REXO1	1.25	1.0777777777777777	1.1597938144329898
10-100 kb	Housekeeping	ABHD17A	1.5	1.0777777777777777	1.3917525773195878
10-100 kb	Housekeeping	CSNK1G2	0.75	1.3555555555555556	0.5532786885245902
10-100 kb	Housekeeping	BTBD2	1.75	1.238888888888889	1.412556053811659
10-100 kb	Housekeeping	MOB3A	0.5	1.4277777777777778	0.35019455252918286
10-100 kb	Housekeeping	SF3A2	1.25	1.1888888888888889	1.0514018691588785
10-100 kb	Housekeeping	TIMM13	0.0	1.4	0.0
10-100 kb	Housekeeping	SGTA	0.75	1.1611111111111112	0.6459330143540669
10-100 kb	Housekeeping	NCLN	0.75	1.2166666666666666	0.6164383561643836
10-100 kb	Housekeeping	NFIC	0.5	1.4444444444444444	0.34615384615384615
10-100 kb	Housekeeping	CACTIN	1.25	1.1444444444444444	1.0922330097087378
10-100 kb	Housekeeping	PIP5K1C	0.75	1.0833333333333333	0.6923076923076924
10-100 kb	Housekeeping	MRPL54	1.75	1.2777777777777777	1.3695652173913044
10-100 kb	Housekeeping	DAPK3	1.75	1.5611111111111111	1.1209964412811388
10-100 kb	Housekeeping	PIAS4	1.25	1.461111111111111	0.855513307984791
10-100 kb	Housekeeping	YJU2	1.5	1.7277777777777779	0.8681672025723473
10-100 kb	Housekeeping	SH3GL1	1.0	1.4222222222222223	0.703125
10-100 kb	Housekeeping	UBXN6	1.25	1.2	1.0416666666666667
10-100 kb	Housekeeping	MYDGF	1.25	1.45	0.8620689655172414
10-100 kb	Housekeeping	SAFB	0.0	1.2277777777777779	0.0
10-100 kb	Housekeeping	SAFB2	0.0	1.238888888888889	0.0
10-100 kb	Housekeeping	RPL36	0.75	1.4777777777777779	0.5075187969924811
10-100 kb	Housekeeping	ALKBH7	1.25	1.6666666666666667	0.75
10-100 kb	Housekeeping	GTF2F1	1.0	1.7666666666666666	0.5660377358490566
10-100 kb	Housekeeping	KHSRP	0.5	1.9166666666666667	0.2608695652173913
10-100 kb	Housekeeping	ELAVL1	1.5	1.3222222222222222	1.134453781512605
10-100 kb	Housekeeping	CD320	1.0	1.9055555555555554	0.5247813411078718
10-100 kb	Housekeeping	RPS28	0.5	1.9722222222222223	0.2535211267605634
10-100 kb	Housekeeping	HNRNPM	1.5	1.6333333333333333	0.9183673469387755
10-100 kb	Housekeeping	UBL5	1.25	1.5166666666666666	0.8241758241758242
10-100 kb	Housekeeping	PIN1	1.0	1.5944444444444446	0.627177700348432
10-100 kb	Housekeeping	CDC37	0.0	1.9722222222222223	0.0
10-100 kb	Housekeeping	KEAP1	1.75	1.988888888888889	0.8798882681564245
10-100 kb	Housekeeping	ILF3	0.75	1.9277777777777778	0.38904899135446686
10-100 kb	Housekeeping	TMED1	1.0	1.5555555555555556	0.6428571428571428
10-100 kb	Housekeeping	TMEM205	0.75	1.8611111111111112	0.40298507462686567
10-100 kb	Housekeeping	PRKCSH	1.5	1.5833333333333333	0.9473684210526316
10-100 kb	Housekeeping	ECSIT	2.0	1.6722222222222223	1.196013289036545
10-100 kb	Housekeeping	ELOF1	2.25	1.6777777777777778	1.3410596026490067
10-100 kb	Housekeeping	TRIR	1.75	1.5166666666666666	1.153846153846154
10-100 kb	Housekeeping	PRDX2	0.75	1.5833333333333333	0.4736842105263158
10-100 kb	Housekeeping	DNASE2	2.25	1.7944444444444445	1.2538699690402477
10-100 kb	Housekeeping	FARSA	1.25	1.3722222222222222	0.9109311740890689
10-100 kb	Housekeeping	CALR	0.5	1.3888888888888888	0.36
10-100 kb	Housekeeping	RAD23A	1.0	1.3944444444444444	0.7171314741035857
10-100 kb	Housekeeping	GADD45GIP1	2.0	1.211111111111111	1.651376146788991
10-100 kb	Housekeeping	C19orf53	1.75	1.7333333333333334	1.0096153846153846
10-100 kb	Housekeeping	DCAF15	0.75	1.6666666666666667	0.44999999999999996
10-100 kb	Housekeeping	SAMD1	0.0	1.5277777777777777	0.0
10-100 kb	Housekeeping	DDX39A	2.0	1.7722222222222221	1.1285266457680252
10-100 kb	Housekeeping	NDUFB7	2.5	1.6	1.5625
10-100 kb	Housekeeping	TPM4	0.5	1.1277777777777778	0.4433497536945813
10-100 kb	Housekeeping	FAM32A	1.75	1.4111111111111112	1.2401574803149606
10-100 kb	Housekeeping	SLC35E1	0.5	1.35	0.37037037037037035
