chrom	start	end	gene	fixed_alu	category	width_kb	PLS_n	ELS_n	CTCF_n	active_all_n	alu_free
chr16	30180827	30184827	CORO1A	3	HighConfNDD	4.0	3	8	0	11	False
chr16	30696209	30700209	SRCAP	4	HighConfNDD	4.0	3	8	0	11	False
chr16	30955294	30959294	SETD1A	3	HighConfNDD	4.0	3	6	0	11	False
chr16	31008638	31012638	STX1B	3	HighConfNDD	4.0	2	9	0	11	False
chr16	31104107	31108107	BCKDK	4	HighConfNDD	4.0	0	6	0	7	False
chr16	56187660	56191660	GNAO1	1	HighConfNDD	4.0	5	3	0	8	False
chr16	58627885	58631885	CNOT1	3	HighConfNDD	4.0	2	8	0	11	False
chr16	62035035	62039035	CDH8	0	HighConfNDD	4.0	3	6	0	12	True
chr16	65124112	65128112	CDH11	0	HighConfNDD	4.0	0	8	0	10	True
chr16	67560467	67564467	CTCF	1	HighConfNDD	4.0	3	8	0	12	False
chr16	69406571	69410571	TERF2	6	HighConfNDD	4.0	0	8	0	8	False
chr16	70521791	70525791	SF3B3	7	HighConfNDD	4.0	2	11	0	13	False
chr16	71228722	71232722	HYDIN	0	HighConfNDD	4.0	1	2	0	4	True
chr16	76275278	76279278	CNTNAP4	1	HighConfNDD	4.0	2	6	0	8	False
chr16	78097400	78101400	WWOX	5	HighConfNDD	4.0	1	7	0	8	False
chr16	81442808	81446808	CMIP	0	HighConfNDD	4.0	1	12	0	13	True
chr16	82624965	82628965	CDH13	0	HighConfNDD	4.0	1	6	1	7	True
chr16	84185070	84189070	TAF1C	6	HighConfNDD	4.0	1	9	0	10	False
chr16	87867507	87871507	SLC7A5	1	HighConfNDD	4.0	1	10	0	11	False
chr16	89488561	89492561	ANKRD11	2	HighConfNDD	4.0	2	8	0	10	False
chr16	89655738	89659738	CHMP1A	6	HighConfNDD	4.0	3	8	0	11	False
chr17	1398222	1402222	YWHAE	6	HighConfNDD	4.0	1	11	0	13	False
chr17	2301785	2305785	SMG6	6	HighConfNDD	4.0	2	6	0	9	False
chr17	2399104	2403104	MNT	0	HighConfNDD	4.0	1	11	0	12	True
chr17	3694194	3698194	P2RX5-TAX1BP3	2	HighConfNDD	4.0	2	7	0	9	False
chr17	3694240	3698240	P2RX5	2	HighConfNDD	4.0	2	6	0	8	False
chr17	4985675	4989675	CAMTA2	1	HighConfNDD	4.0	4	4	0	8	False
chr17	7217836	7221836	DLG4	0	HighConfNDD	4.0	1	12	0	13	True
chr17	7402874	7406874	NLGN2	0	HighConfNDD	4.0	2	10	0	12	True
chr17	7832217	7836217	KDM6B	1	HighConfNDD	4.0	1	11	0	12	False
chr17	7882796	7886796	CHD3	0	HighConfNDD	4.0	3	8	0	11	True
chr17	8154506	8158506	PER1	5	HighConfNDD	4.0	1	15	0	16	False
chr17	8629376	8633376	MYH10	1	HighConfNDD	4.0	4	7	0	11	False
chr17	10467559	10471559	MYH4	0	HighConfNDD	4.0	0	0	1	0	True
chr17	11995475	11999475	ZNF18	2	HighConfNDD	4.0	2	4	0	6	False
chr17	16216185	16220185	NCOR1	6	HighConfNDD	4.0	1	6	0	7	False
chr17	17679458	17683458	RAI1	2	HighConfNDD	4.0	1	9	0	12	False
chr17	28949771	28953771	PHF12	0	HighConfNDD	4.0	1	11	0	12	True
chr17	29388363	29392363	TAOK1	5	HighConfNDD	4.0	3	7	0	11	False
chr17	30234002	30238002	SLC6A4	1	HighConfNDD	4.0	2	8	0	10	False
chr17	30968984	30972984	RNF135	5	HighConfNDD	4.0	3	8	0	11	False
chr17	31092927	31096927	NF1	2	HighConfNDD	4.0	4	6	0	11	False
chr17	32442379	32446379	PSMD11	1	HighConfNDD	4.0	2	10	0	12	False
chr17	36542912	36546912	GGNBP2	3	HighConfNDD	4.0	1	11	0	12	False
chr17	39624740	39628740	PPP1R1B	0	HighConfNDD	4.0	4	8	0	12	True
chr17	40056290	40060290	THRA	3	HighConfNDD	4.0	0	9	0	9	False
chr17	40098589	40102589	NR1D1	3	HighConfNDD	4.0	1	9	0	10	False
chr17	40770201	40774201	KRT26	2	HighConfNDD	4.0	0	0	1	0	False
chr17	44322870	44326870	SLC25A39	5	HighConfNDD	4.0	2	10	0	12	False
chr17	44343246	44347246	GRN	3	HighConfNDD	4.0	2	8	0	10	False
chr17	44914937	44918937	GFAP	4	HighConfNDD	4.0	1	6	0	8	False
chr17	46223389	46227389	KANSL1	3	HighConfNDD	4.0	1	3	0	4	False
chr17	46921075	46925075	GOSR2	0	HighConfNDD	4.0	2	5	0	7	True
chr17	47251827	47255827	ITGB3	2	HighConfNDD	4.0	2	9	0	11	False
chr17	47939506	47943506	PNPO	3	HighConfNDD	4.0	1	7	0	8	False
chr17	49412905	49416905	PHB1	3	HighConfNDD	4.0	4	5	0	9	False
chr17	49707014	49711014	SLC35B1	0	HighConfNDD	4.0	2	5	0	7	True
chr17	49993224	49997224	DLX3	0	HighConfNDD	4.0	4	11	0	15	True
chr17	50092737	50096737	PDK2	2	HighConfNDD	4.0	5	6	0	11	False
chr17	50148677	50152677	PPP1R9B	0	HighConfNDD	4.0	1	12	0	13	True
chr17	50558715	50562715	CACNA1G	0	HighConfNDD	4.0	6	6	0	12	True
chr17	57986259	57990259	VEZF1	0	HighConfNDD	4.0	2	9	0	11	True
chr17	58326795	58330795	TSPOAP1	0	HighConfNDD	4.0	1	11	0	12	True
chr17	60598193	60602193	PPM1D	0	HighConfNDD	4.0	2	9	0	11	True
chr17	62063278	62067278	MED13	0	HighConfNDD	4.0	3	8	0	11	True
chr17	62456658	62460658	TLK2	9	HighConfNDD	4.0	1	5	0	6	False
chr17	62964235	62968235	TANC2	0	HighConfNDD	4.0	2	11	0	13	True
chr17	63475061	63479061	ACE	1	HighConfNDD	4.0	1	11	0	13	False
chr17	63970918	63974918	SCN4A	1	HighConfNDD	4.0	0	8	0	9	False
chr17	66300613	66304613	PRKCA	1	HighConfNDD	4.0	1	9	0	10	False
chr17	67364605	67368605	PSMD12	4	HighConfNDD	4.0	1	5	0	7	False
chr17	69242846	69246846	ABCA10	1	HighConfNDD	4.0	0	3	0	3	False
chr17	77956703	77960703	TNRC6C	0	HighConfNDD	4.0	3	8	0	11	True
chr17	78575396	78579396	DNAH17	2	HighConfNDD	4.0	0	5	0	5	False
chr17	81293547	81297547	SLC38A10	5	HighConfNDD	4.0	1	8	0	9	False
chr18	4453307	4457307	DLGAP1	1	HighConfNDD	4.0	1	6	0	7	False
chr18	7115797	7119797	LAMA1	3	HighConfNDD	4.0	1	6	0	8	False
chr18	21702957	21706957	MIB1	2	HighConfNDD	4.0	2	7	0	11	False
chr18	33576219	33580219	ASXL3	0	HighConfNDD	4.0	1	12	0	13	True
chr18	36127444	36131444	ELP2	3	HighConfNDD	4.0	2	9	0	12	False
chr18	37563827	37567827	CELF4	0	HighConfNDD	4.0	6	8	0	14	True
chr18	43113691	43117691	RIT2	0	HighConfNDD	4.0	1	6	0	7	True
chr18	44678173	44682173	SETBP1	0	HighConfNDD	4.0	5	9	0	14	True
chr18	46915492	46919492	KATNAL2	3	HighConfNDD	4.0	3	8	0	11	False
chr18	50279774	50283774	MBD1	0	HighConfNDD	4.0	3	6	0	9	True
chr18	51026528	51030528	SMAD4	0	HighConfNDD	4.0	2	6	0	8	True
chr18	52338197	52342197	DCC	0	HighConfNDD	4.0	1	6	0	7	True
chr18	55662787	55666787	TCF4	4	HighConfNDD	4.0	0	8	0	8	False
chr18	75208755	75212755	TSHZ1	0	HighConfNDD	4.0	2	11	0	13	True
chr19	587881	591881	HCN2	1	HighConfNDD	4.0	2	9	0	11	False
chr19	1037997	1041997	ABCA7	1	HighConfNDD	4.0	2	12	0	14	False
chr19	1590865	1594865	MBD3	4	HighConfNDD	4.0	1	11	0	13	False
chr19	1861579	1865579	KLF16	0	HighConfNDD	4.0	3	12	0	15	True
chr19	2161933	2165933	DOT1L	6	HighConfNDD	4.0	1	13	0	14	False
chr19	4579776	4583776	SEMA6B	2	HighConfNDD	4.0	1	12	0	13	False
chr19	4967113	4971113	KDM4B	2	HighConfNDD	4.0	0	9	0	9	False
chr19	9321772	9325772	ZNF559	4	HighConfNDD	4.0	3	4	0	7	False
chr19	9322174	9326174	ZNF559-ZNF177	5	HighConfNDD	4.0	3	4	0	7	False
chr19	10117918	10121918	EIF3G	10	HighConfNDD	4.0	1	6	0	7	False
chr19	10958932	10962932	SMARCA4	5	HighConfNDD	4.0	2	8	0	10	False
chr19	11479046	11483046	ELAVL3	0	HighConfNDD	4.0	2	11	0	13	True
chr19	13114862	13118862	NACC1	2	HighConfNDD	4.0	4	8	0	12	False
chr19	13622489	13626489	CACNA1A	3	HighConfNDD	4.0	1	7	0	8	False
chr19	13904201	13908201	CC2D1A	7	HighConfNDD	4.0	2	3	0	6	False
chr19	15330545	15334545	BRD4	6	HighConfNDD	4.0	1	12	0	13	False
chr19	16827398	16831398	SIN3B	5	HighConfNDD	4.0	1	8	0	9	False
chr19	17073777	17077777	MYO9B	1	HighConfNDD	4.0	2	9	0	11	False
chr19	17686365	17690365	UNC13A	3	HighConfNDD	4.0	1	7	0	10	False
chr19	20659596	20663596	ZNF626	4	HighConfNDD	4.0	1	9	0	10	False
chr19	31347436	31351436	TSHZ3	0	HighConfNDD	4.0	3	10	0	13	True
chr19	35028470	35032470	SCN1B	3	HighConfNDD	4.0	5	6	0	11	False
chr19	38401093	38405093	FAM98C	7	HighConfNDD	4.0	1	9	0	10	False
chr19	38645649	38649649	ACTN4	5	HighConfNDD	4.0	1	10	0	11	False
chr19	38767904	38771904	CAPN12	3	HighConfNDD	4.0	1	4	0	6	False
chr19	41995497	41999497	ATP1A3	0	HighConfNDD	4.0	0	11	0	11	True
chr19	42068206	42072206	GRIK5	1	HighConfNDD	4.0	2	6	0	8	False
chr19	42266537	42270537	CIC	3	HighConfNDD	4.0	2	8	0	10	False
chr19	43668547	43672547	PLAUR	4	HighConfNDD	4.0	2	9	0	11	False
chr19	45780552	45784552	DMPK	0	HighConfNDD	4.0	1	10	0	11	True
chr19	45790845	45794845	DMWD	4	HighConfNDD	4.0	1	8	0	9	False
chr19	46345087	46349087	PPP5C	3	HighConfNDD	4.0	1	10	0	11	False
chr19	46715127	46719127	PRKD2	0	HighConfNDD	4.0	1	11	0	12	True
chr19	46848846	46852846	AP2S1	7	HighConfNDD	4.0	3	5	0	9	False
chr19	47111274	47115274	SAE1	4	HighConfNDD	4.0	1	12	0	13	False
chr19	47111776	47115776	ZC3H4	7	HighConfNDD	4.0	1	11	0	12	False
chr19	47606196	47610196	BICRA	4	HighConfNDD	4.0	3	6	0	9	False
chr19	48391668	48395668	GRIN2D	0	HighConfNDD	4.0	2	10	0	12	True
chr19	49112324	49116324	LIN7B	6	HighConfNDD	4.0	1	7	0	8	False
chr19	49589182	49593182	PRR12	2	HighConfNDD	4.0	1	10	0	11	False
chr19	49640209	49644209	SCAF1	2	HighConfNDD	4.0	1	10	0	11	False
chr19	49876351	49880351	PNKP	1	HighConfNDD	4.0	4	6	0	10	False
chr19	50717802	50721802	SHANK1	0	HighConfNDD	4.0	2	10	0	12	True
chr19	51364388	51368388	ETFB	1	HighConfNDD	4.0	3	8	0	11	False
chr19	54135749	54139749	CNOT3	1	HighConfNDD	4.0	0	10	0	10	False
chr19	54187882	54191882	MBOAT7	2	HighConfNDD	4.0	6	7	0	13	False
chr19	54279184	54283184	LILRB2	0	HighConfNDD	4.0	3	7	0	10	True
chr19	55603647	55607647	ZNF865	4	HighConfNDD	4.0	1	7	0	10	False
chr19	57387850	57391850	ZNF548	1	HighConfNDD	4.0	1	5	0	7	False
chr2	948849	952849	SNTG2	0	HighConfNDD	4.0	2	8	0	11	True
chr2	1372066	1376066	TPO	1	HighConfNDD	4.0	0	6	0	6	False
chr2	1742852	1746852	PXDN	0	HighConfNDD	4.0	1	8	0	9	True
chr2	2329664	2333664	MYT1L	0	HighConfNDD	4.0	1	6	0	7	True
chr2	6864635	6868635	CMPK2	0	HighConfNDD	4.0	3	7	0	10	True
chr2	9204765	9208765	ASAP2	0	HighConfNDD	4.0	1	9	0	10	True
chr2	17875847	17879847	KCNS3	0	HighConfNDD	4.0	3	5	0	10	True
chr2	24489254	24493254	NCOA1	0	HighConfNDD	4.0	3	10	0	13	True
chr2	24918237	24922237	ADCY3	2	HighConfNDD	4.0	3	7	0	10	False
chr2	25340590	25344590	DNMT3A	2	HighConfNDD	4.0	3	7	0	10	False
chr2	31153202	31157202	GALNT14	2	HighConfNDD	4.0	0	0	0	0	False
chr2	32009230	32013230	MEMO1	2	HighConfNDD	4.0	3	5	0	8	False
chr2	32061556	32065556	SPAST	5	HighConfNDD	4.0	2	7	0	9	False
chr2	32355023	32359023	BIRC6	2	HighConfNDD	4.0	1	11	0	14	False
chr2	47904498	47908498	FBXO11	0	HighConfNDD	4.0	3	6	0	9	True
chr2	51223575	51227575	NRXN1	1	HighConfNDD	4.0	0	1	1	2	False
chr2	54454327	54458327	SPTBN1	0	HighConfNDD	4.0	1	11	0	12	True
chr2	60552467	60556467	BCL11A	0	HighConfNDD	4.0	2	11	0	13	True
chr2	60754253	60758253	PAPOLG	6	HighConfNDD	4.0	1	5	0	8	False
chr2	61536741	61540741	XPO1	2	HighConfNDD	4.0	5	6	0	12	False
chr2	61886671	61890671	CCT4	5	HighConfNDD	4.0	1	9	0	11	False
chr2	63048057	63052057	OTX1	0	HighConfNDD	4.0	5	11	0	16	True
chr2	72824041	72828041	EXOC6B	3	HighConfNDD	4.0	1	9	0	10	False
chr2	73154721	73158721	RAB11FIP5	3	HighConfNDD	4.0	0	0	0	3	False
chr2	85903199	85907199	ST3GAL5	3	HighConfNDD	4.0	1	4	0	6	False
chr2	100818139	100822139	NPAS2	0	HighConfNDD	4.0	2	10	0	12	True
chr2	101694850	101698850	MAP4K4	1	HighConfNDD	4.0	3	8	0	11	False
chr2	101989960	101993960	IL1R2	0	HighConfNDD	4.0	1	5	0	7	True
chr2	109127205	109131205	SH3RF3	1	HighConfNDD	4.0	3	9	0	12	False
chr2	114440299	114444299	DPP10	0	HighConfNDD	4.0	2	0	0	2	True
chr2	121647476	121651476	CLASP1	1	HighConfNDD	4.0	2	8	0	10	False
chr2	124023287	124027287	CNTNAP5	0	HighConfNDD	4.0	2	7	0	9	True
chr2	133566463	133570463	NCKAP5	0	HighConfNDD	4.0	1	5	0	6	True
chr2	135874443	135878443	MCM6	5	HighConfNDD	4.0	1	5	0	6	False
chr2	148019011	148023011	MBD5	1	HighConfNDD	4.0	3	7	0	10	False
chr2	148642440	148646440	EPC2	0	HighConfNDD	4.0	2	10	0	12	True
chr2	148873227	148877227	KIF5C	1	HighConfNDD	4.0	1	7	0	8	False
chr2	153869922	153873922	GALNT13	0	HighConfNDD	4.0	2	9	0	11	True
chr2	156340348	156344348	NR4A2	0	HighConfNDD	4.0	1	9	0	10	True
chr2	156433290	156437290	GPD2	1	HighConfNDD	4.0	4	4	0	8	False
chr2	157325713	157329713	ERMN	1	HighConfNDD	4.0	2	7	0	9	False
chr2	159614569	159618569	BAZ2B	0	HighConfNDD	4.0	3	10	0	13	True
chr2	161414297	161418297	TBR1	0	HighConfNDD	4.0	2	11	0	13	True
chr2	161422332	161426332	SLC4A10	0	HighConfNDD	4.0	4	8	0	12	True
chr2	162072394	162076394	DPP4	0	HighConfNDD	4.0	4	5	0	9	True
chr2	165192993	165196993	SCN2A	0	HighConfNDD	4.0	0	4	0	4	True
chr2	165202050	165206050	SCN3A	0	HighConfNDD	4.0	2	2	0	4	True
chr2	166180806	166184806	SCN1A	0	HighConfNDD	4.0	0	5	0	5	True
chr2	166374001	166378001	SCN9A	0	HighConfNDD	4.0	2	6	0	9	True
chr2	168245595	168249595	STK39	0	HighConfNDD	4.0	1	10	0	11	True
chr2	169360534	169364534	LRP2	0	HighConfNDD	4.0	1	13	0	14	True
chr2	169825454	169829454	UBR3	4	HighConfNDD	4.0	1	7	0	9	False
chr2	171997859	172001859	SLC25A12	4	HighConfNDD	4.0	1	8	0	9	False
chr2	172100900	172104900	DLX2	1	HighConfNDD	4.0	2	11	0	13	False
chr2	172733274	172737274	RAPGEF4	0	HighConfNDD	4.0	3	4	0	8	True
chr2	178828802	178832802	TTN	1	HighConfNDD	4.0	1	4	0	5	False
chr2	179859612	179863612	ZNF385B	0	HighConfNDD	4.0	2	7	0	9	True
chr2	183036858	183040858	NCKAP1	2	HighConfNDD	4.0	3	6	0	10	False
chr2	184596529	184600529	ZNF804A	0	HighConfNDD	4.0	2	10	0	12	True
chr2	190341570	190345570	INPP1	1	HighConfNDD	4.0	1	6	0	7	False
chr2	196591684	196595684	HECW2	2	HighConfNDD	4.0	2	7	0	9	False
chr2	197433079	197437079	SF3B1	3	HighConfNDD	4.0	1	8	0	9	False
chr2	199469266	199473266	SATB2	2	HighConfNDD	4.0	3	8	0	11	False
chr2	204543475	204547475	PARD3B	0	HighConfNDD	4.0	2	7	0	10	True
chr2	205679990	205683990	NRP2	0	HighConfNDD	4.0	3	8	0	11	True
chr2	209769569	209773569	UNC80	1	HighConfNDD	4.0	2	4	0	6	False
chr2	218417121	218421121	VIL1	5	HighConfNDD	4.0	1	7	0	9	False
chr2	218605855	218609855	PLCD4	2	HighConfNDD	4.0	1	2	0	3	False
chr2	218670002	218674002	RNF25	3	HighConfNDD	4.0	2	5	0	8	False
chr2	224583397	224587397	CUL3	0	HighConfNDD	4.0	2	9	0	12	True
chr2	229712555	229716555	DNER	0	HighConfNDD	4.0	1	8	0	9	True
chr2	229921239	229925239	TRIP12	4	HighConfNDD	4.0	4	4	0	10	False
chr2	232695299	232699299	GIGYF2	3	HighConfNDD	4.0	2	9	0	11	False
chr2	234048679	234052679	SPP2	0	HighConfNDD	4.0	0	2	1	4	True
chr2	235492043	235496043	AGAP1	0	HighConfNDD	4.0	1	9	0	10	True
chr2	238288102	238292102	PER2	1	HighConfNDD	4.0	2	9	0	12	False
chr2	239399654	239403654	HDAC4	0	HighConfNDD	4.0	2	9	0	11	True
chr2	240822293	240826293	KIF1A	0	HighConfNDD	4.0	0	5	1	6	True
chr2	241315061	241319061	HDLBP	1	HighConfNDD	4.0	3	6	0	10	False
chr2	241856894	241860894	PDCD1	0	HighConfNDD	4.0	1	12	0	13	True
chr20	541835	545835	CSNK2A1	1	HighConfNDD	4.0	1	9	0	10	False
chr20	1224044	1228044	RAD21L1	2	HighConfNDD	4.0	2	6	0	9	False
chr20	3069620	3073620	OXT	5	HighConfNDD	4.0	1	7	0	9	False
chr20	3206868	3210868	ITPA	6	HighConfNDD	4.0	1	6	0	10	False
chr20	8075251	8079251	PLCB1	0	HighConfNDD	4.0	0	6	0	6	True
chr20	10170395	10174395	SNAP25	0	HighConfNDD	4.0	2	4	0	6	True
chr20	13993369	13997369	MACROD2	1	HighConfNDD	4.0	2	5	0	7	False
chr20	17966980	17970980	SNX5	0	HighConfNDD	4.0	3	10	0	13	True
chr20	25583531	25587531	NINL	5	HighConfNDD	4.0	1	6	1	10	False
chr20	31868664	31872664	DUSP15	3	HighConfNDD	4.0	4	6	0	11	False
chr20	32107714	32111714	TM9SF4	1	HighConfNDD	4.0	1	7	1	8	False
chr20	38470816	38474816	RALGAPB	2	HighConfNDD	4.0	1	7	0	8	False
chr20	43187970	43191970	PTPRT	0	HighConfNDD	4.0	3	7	0	14	True
chr20	44650252	44654252	ADA	5	HighConfNDD	4.0	4	6	0	10	False
chr20	46019690	46023690	SLC12A5	2	HighConfNDD	4.0	2	6	0	8	False
chr20	46306498	46310498	CDH22	1	HighConfNDD	4.0	1	11	0	13	False
chr20	47354889	47358889	ZMYND8	0	HighConfNDD	4.0	4	10	0	14	True
chr20	48825999	48829999	PREX1	1	HighConfNDD	4.0	1	10	0	11	False
chr20	49482297	49486297	KCNB1	1	HighConfNDD	4.0	2	8	0	11	False
chr20	50929437	50933437	ADNP	0	HighConfNDD	4.0	3	10	0	13	True
chr20	54068594	54072594	BCAS1	1	HighConfNDD	4.0	2	6	0	8	False
chr20	58837718	58841718	GNAS	2	HighConfNDD	4.0	5	5	0	11	False
chr20	62063881	62067881	TAF4	0	HighConfNDD	4.0	4	8	0	12	True
chr20	63376401	63380401	CHRNA4	0	HighConfNDD	4.0	0	11	0	11	True
chr20	63470677	63474677	KCNQ2	0	HighConfNDD	4.0	1	9	0	10	True
chr20	63497239	63501239	EEF1A2	0	HighConfNDD	4.0	1	11	0	12	True
chr21	31657666	31661666	SOD1	3	HighConfNDD	4.0	1	9	0	10	False
chr21	31730118	31734118	SCAF4	0	HighConfNDD	4.0	1	12	0	13	True
chr21	32726040	32730040	SYNJ1	2	HighConfNDD	4.0	4	4	0	8	False
chr21	33541038	33545038	SON	1	HighConfNDD	4.0	3	11	0	14	False
chr21	33640400	33644400	ITSN1	0	HighConfNDD	4.0	4	6	0	10	True
chr21	37363573	37367573	DYRK1A	0	HighConfNDD	4.0	6	3	0	10	True
chr21	38153549	38157549	KCNJ15	2	HighConfNDD	4.0	0	1	0	2	False
chr21	38659780	38663780	ERG	0	HighConfNDD	4.0	4	5	0	10	True
chr21	39347647	39351647	HMGN1	1	HighConfNDD	4.0	2	9	0	12	False
chr21	40845158	40849158	DSCAM	0	HighConfNDD	4.0	1	7	0	8	True
chr21	42008387	42012387	ZBTB21	2	HighConfNDD	4.0	5	7	0	12	False
chr21	43774330	43778330	CSTB	5	HighConfNDD	4.0	2	6	0	9	False
chr21	46456891	46460891	DIP2A	3	HighConfNDD	4.0	3	8	0	11	False
chr22	17357949	17361949	CECR2	11	HighConfNDD	4.0	0	4	0	4	False
chr22	18934553	18938553	PRODH	4	HighConfNDD	4.0	0	0	0	0	False
chr22	19289719	19293719	CLTCL1	1	HighConfNDD	4.0	2	10	0	13	False
chr22	19852939	19856939	GNB1L	1	HighConfNDD	4.0	1	12	0	14	False
chr22	20980269	20984269	LZTR1	0	HighConfNDD	4.0	1	9	0	10	True
chr22	21980813	21984813	TOP3B	5	HighConfNDD	4.0	1	6	0	7	False
chr22	24268898	24272898	SPECC1L-ADORA2A	4	HighConfNDD	4.0	2	6	0	8	False
chr22	24415879	24419879	ADORA2A	1	HighConfNDD	4.0	0	10	0	10	False
chr22	31748140	31752140	PRR14L	4	HighConfNDD	4.0	1	5	0	6	False
chr22	31751867	31755867	DEPDC5	4	HighConfNDD	4.0	3	6	0	9	False
chr22	36386010	36390010	MYH9	2	HighConfNDD	4.0	1	9	0	10	False
chr22	36701752	36705752	CACNG2	0	HighConfNDD	4.0	1	6	0	7	True
chr22	38316084	38320084	CSNK1E	1	HighConfNDD	4.0	3	10	0	13	False
chr22	38396522	38400522	TPTEP2-CSNK1E	0	HighConfNDD	4.0	2	8	0	10	True
chr22	39568753	39572753	CACNA1I	1	HighConfNDD	4.0	1	5	0	8	False
chr22	40042817	40046817	TNRC6B	1	HighConfNDD	4.0	3	6	0	9	False
chr22	40344461	40348461	ADSL	7	HighConfNDD	4.0	2	10	0	12	False
chr22	40368591	40372591	SGSM3	5	HighConfNDD	4.0	1	6	0	7	False
chr22	41090510	41094510	EP300	1	HighConfNDD	4.0	2	10	0	12	False
chr22	42341616	42345616	TCF20	0	HighConfNDD	4.0	0	12	0	12	True
chr22	50481923	50485923	SBF1	2	HighConfNDD	4.0	0	11	0	11	False
chr22	50672408	50676408	SHANK3	0	HighConfNDD	4.0	2	10	0	12	True
chr3	1090658	1094658	CNTN6	0	HighConfNDD	4.0	1	5	0	6	True
chr3	2096813	2100813	CNTN4	0	HighConfNDD	4.0	2	8	0	11	True
chr3	4491345	4495345	ITPR1	0	HighConfNDD	4.0	1	10	0	11	True
chr3	6768001	6772001	GRM7	0	HighConfNDD	4.0	0	4	0	4	True
chr3	8767628	8771628	OXTR	0	HighConfNDD	4.0	2	8	0	10	True
chr3	9361053	9365053	SRGAP3	5	HighConfNDD	4.0	1	6	0	9	False
chr3	9395615	9399615	SETD5	0	HighConfNDD	4.0	4	9	0	13	True
chr3	10706007	10710007	ATP2B2	0	HighConfNDD	4.0	1	10	0	11	True
chr3	10990186	10994186	SLC6A1	0	HighConfNDD	4.0	3	3	0	7	True
chr3	12002388	12006388	SYN2	0	HighConfNDD	4.0	1	8	0	9	True
chr3	18442817	18446817	TBC1D5	0	HighConfNDD	4.0	2	9	0	11	True
chr3	18443621	18447621	SATB1	0	HighConfNDD	4.0	2	9	0	11	True
chr3	20038446	20042446	KAT2B	0	HighConfNDD	4.0	2	7	0	9	True
chr3	25662909	25666909	TOP2B	1	HighConfNDD	4.0	2	10	0	12	False
chr3	39279735	39283735	CX3CR1	2	HighConfNDD	4.0	4	2	0	6	False
chr3	41192741	41196741	CTNNB1	0	HighConfNDD	4.0	2	4	1	6	True
chr3	47162113	47166113	SETD2	2	HighConfNDD	4.0	3	9	0	13	False
chr3	48428086	48432086	PLXNB1	0	HighConfNDD	4.0	1	11	0	12	True
chr3	49092363	49096363	QRICH1	2	HighConfNDD	4.0	2	8	0	11	False
chr3	49356605	49360605	GPX1	2	HighConfNDD	4.0	2	8	0	10	False
chr3	49420685	49424685	AMT	3	HighConfNDD	4.0	1	6	0	7	False
chr3	50348826	50352826	NPRL2	2	HighConfNDD	4.0	2	6	0	8	False
chr3	52408660	52412660	PHF7	1	HighConfNDD	4.0	5	7	0	12	False
chr3	53326963	53330963	CACNA1D	4	HighConfNDD	4.0	1	2	0	3	False
chr3	54120552	54124552	CACNA2D3	0	HighConfNDD	4.0	3	11	0	14	True
chr3	57290685	57294685	ASB14	1	HighConfNDD	4.0	1	1	0	2	False
chr3	61249459	61253459	FHIT	0	HighConfNDD	4.0	1	9	0	10	True
chr3	62372324	62376324	FEZF2	0	HighConfNDD	4.0	4	9	0	13	True
chr3	62873416	62877416	CADPS	0	HighConfNDD	4.0	3	8	0	12	True
chr3	64022010	64026010	PSMD6	3	HighConfNDD	4.0	2	3	0	5	False
chr3	64443476	64447476	PRICKLE2	1	HighConfNDD	4.0	2	6	0	8	False
chr3	71581978	71585978	FOXP1	0	HighConfNDD	4.0	3	9	0	12	True
chr3	74612659	74616659	CNTN3	2	HighConfNDD	4.0	2	5	0	8	False
chr3	75904695	75908695	ROBO2	0	HighConfNDD	4.0	2	3	0	5	True
chr3	81759645	81763645	GBE1	0	HighConfNDD	4.0	1	8	0	9	True
chr3	84956989	84960989	CADM2	0	HighConfNDD	4.0	2	7	0	9	True
chr3	114197407	114201407	DRD3	4	HighConfNDD	4.0	0	0	0	0	False
chr3	115145292	115149292	ZBTB20	1	HighConfNDD	4.0	4	8	0	12	False
chr3	121591379	121595379	FBXO40	3	HighConfNDD	4.0	1	8	0	9	False
chr3	123447090	123451090	ADCY5	0	HighConfNDD	4.0	1	10	0	11	True
chr3	129120801	129124801	RAB43	2	HighConfNDD	4.0	5	9	0	14	False
chr3	129159036	129163036	ISY1-RAB43	1	HighConfNDD	4.0	2	9	0	11	False
chr3	129438179	129442179	MBD4	1	HighConfNDD	4.0	1	9	0	10	False
chr3	132652446	132656446	UBA5	0	HighConfNDD	4.0	0	6	0	6	True
chr3	136248340	136252340	PCCB	3	HighConfNDD	4.0	1	9	0	10	False
chr3	143846485	143850485	SLC9A9	1	HighConfNDD	4.0	1	7	0	8	False
chr3	143969823	143973823	DIPK2A	0	HighConfNDD	4.0	5	8	0	13	True
chr3	151083286	151087286	MED12L	1	HighConfNDD	4.0	3	8	0	11	False
chr3	167733243	167737243	SERPINI1	0	HighConfNDD	4.0	4	7	0	11	True
chr3	173394284	173398284	NLGN1	0	HighConfNDD	4.0	2	9	0	11	True
chr3	174436573	174440573	NAALADL2	0	HighConfNDD	4.0	0	8	0	8	True
chr3	177226000	177230000	TBL1XR1	5	HighConfNDD	4.0	0	2	2	3	False
chr3	183695797	183699797	YEATS2	4	HighConfNDD	4.0	1	9	0	11	False
